100;/100/After/Bug 57114  f03a8bdbe_diff.java;0;0;0;0;0;0;0
100;/100/After/Bug 60564  223933936_diff.java;0;0;0;0;0;0;0
107;/107/After/Bug 59995  03a2728d2_diff.java;0;0;0;0;0;0;0
107;/107/After/Bug 60564  5f0651b4a_diff.java;20;19;39;0;0;0;0
107;/107/After/Bug 60589  22288a776_diff.java;0;0;0;0;0;0;0
107;/107/After/Bug 60589  9418f1a3d_diff.java;0;10;10;0;0;0;0
107;/107/After/Bug 60595: 5153cdb45_diff.java;0;0;0;0;0;0;0
117;/117/After/Bug 57605  40b3221e7_diff.java;0;0;0;0;0;0;1
117;/117/After/Bug 60266  c93177faa_diff.java;0;0;0;0;0;0;0
117;/117/After/Bug 60564  c6a82dfad_diff.java;0;0;0;0;0;0;0
12;/12/After/Bug 60564  0af7ce0e4_diff.java;9;23;32;0;4;4;0
123;/123/After/Bug 60564  66cc6bc13_diff.java;0;0;0;0;0;0;0
124;/124/After/Bug 54525  7266caa52_diff.java;0;0;0;0;0;0;0
124;/124/After/Bug 56939  9eaec178d_diff.java;0;0;0;0;0;0;0
124;/124/After/Bug 60564  81c34bafc_diff.java;0;0;0;0;0;0;0
126;/126/After/Bug 58699  eba38b513_diff.java;0;0;0;0;0;0;0
126;/126/After/Bug 60744  efc2f7569_diff.java;1;0;1;0;0;0;0
136;/136/After/Bug 54525  7266caa52_diff.java;0;0;0;0;0;0;0
136;/136/After/Bug 56939  9eaec178d_diff.java;0;0;0;0;0;0;0
136;/136/After/Bug 60564  81c34bafc_diff.java;0;0;0;0;0;0;0
139;/139/After/Bug 54525  7266caa52_diff.java;0;0;0;0;0;0;0
139;/139/After/Bug 56939  9eaec178d_diff.java;0;0;0;0;0;0;0
139;/139/After/Bug 60564  81c34bafc_diff.java;0;0;0;0;0;0;0
140;/140/After/Bug 54525  7266caa52_diff.java;0;0;0;0;0;0;0
140;/140/After/Bug 56939  9eaec178d_diff.java;0;0;0;0;0;0;0
140;/140/After/Bug 60564  81c34bafc_diff.java;0;0;0;0;0;0;0
141;/141/After/[Bug 52073 a7705d5d5_diff.java;15;51;66;0;0;0;9
141;/141/After/Bug 53039  caaf9e666_diff.java;0;0;0;0;0;0;4
141;/141/After/Bug 53039  f4f92dac0_diff.java;0;0;0;0;0;0;0
141;/141/After/Bug 54525  297622a69_diff.java;0;0;0;0;0;0;0
141;/141/After/Bug 54525  7266caa52_diff.java;0;0;0;0;0;0;0
141;/141/After/Bug 56939  9eaec178d_diff.java;0;0;0;0;0;0;0
141;/141/After/Bug 57193: 591c1512b_diff.java;0;0;0;0;0;0;0
141;/141/After/Bug 57193: ee0c987ff_diff.java;0;0;0;0;0;0;0
141;/141/After/Bug 57577  1e1fceeb6_diff.java;0;0;0;0;0;0;0
